EventId,SummaryId,SampleId,Loss,ImpactedExposure
16,1,7,12745292.00,245404528.00
16,1,8,13320318.00,245404528.00
16,1,9,12084838.00,245404528.00
16,1,10,13018014.00,245404528.00
17,1,-4,10816.00,1849625728.00
17,1,-1,100962168.00,1849625728.00
17,1,1,101085248.00,1849625728.00
17,1,2,98570280.00,1849625728.00
17,1,3,102268344.00,1849625728.00
17,1,4,102259768.00,1849625728.00
17,1,5,105113912.00,1849625728.00
17,1,6,99811920.00,1849625728.00
17,1,7,99558248.00,1849625728.00
17,1,8,101282120.00,1849625728.00
17,1,9,99350200.00,1849625728.00
17,1,10,102505864.00,1849625728.00
18,1,-4,1060.00,170280784.00
18,1,-1,8601042.00,170280784.00
18,1,1,7823100.50,170280784.00
18,1,2,7995625.50,170280784.00
18,1,3,8483705.00,170280784.00
18,1,4,8544393.00,170280784.00
18,1,5,8721867.00,170280784.00
18,1,6,8737815.00,170280784.00
18,1,7,9097284.00,170280784.00
18,1,8,9204434.00,170280784.00
18,1,9,8826241.00,170280784.00
18,1,10,8628360.00,170280784.00
20,1,-4,124.00,43531224.00
20,1,-1,2237456.25,43531224.00
20,1,1,1745587.88,43531224.00
20,1,2,2667922.25,43531224.00
20,1,3,2308840.75,43531224.00
20,1,4,2350611.00,43531224.00
20,1,5,3120604.25,43531224.00
20,1,6,2493880.50,43531224.00
20,1,7,2107539.00,43531224.00
20,1,8,1727437.75,43531224.00
20,1,9,2243439.75,43531224.00
20,1,10,1785652.12,43531224.00
27,1,-4,10816.00,1849625728.00
27,1,-1,522657792.00,1849625728.00
27,1,1,528759776.00,1849625728.00
27,1,2,526143584.00,1849625728.00
27,1,3,515921024.00,1849625728.00
27,1,4,516773824.00,1849625728.00
27,1,5,524224960.00,1849625728.00
27,1,6,522563008.00,1849625728.00
27,1,7,521989792.00,1849625728.00
27,1,8,527486400.00,1849625728.00
27,1,9,520927232.00,1849625728.00
27,1,10,522534368.00,1849625728.00
32,1,-4,10816.00,1849625728.00
32,1,-1,100962168.00,1849625728.00
32,1,1,99456768.00,1849625728.00
32,1,2,101653496.00,1849625728.00
32,1,3,103649040.00,1849625728.00
32,1,4,101517192.00,1849625728.00
32,1,5,99245624.00,1849625728.00
32,1,6,101042016.00,1849625728.00
32,1,7,98528064.00,1849625728.00
32,1,8,105680256.00,1849625728.00
32,1,9,103192224.00,1849625728.00
32,1,10,96140328.00,1849625728.00
33,1,-4,9433.00,1605315200.00
33,1,-1,85763912.00,1605315200.00
33,1,1,84199024.00,1605315200.00
33,1,2,85013056.00,1605315200.00
33,1,3,84372304.00,1605315200.00
33,1,4,85202072.00,1605315200.00
33,1,5,84157976.00,1605315200.00
33,1,6,88620216.00,1605315200.00
33,1,7,86199968.00,1605315200.00
33,1,8,88010872.00,1605315200.00
33,1,9,85420528.00,1605315200.00
33,1,10,86655760.00,1605315200.00
34,1,-4,10816.00,1849625728.00
34,1,-1,100962168.00,1849625728.00
34,1,1,99998072.00,1849625728.00
34,1,2,100138776.00,1849625728.00
34,1,3,98446640.00,1849625728.00
34,1,4,101491152.00,1849625728.00
34,1,5,101418288.00,1849625728.00
34,1,6,104051792.00,1849625728.00
34,1,7,101540408.00,1849625728.00
34,1,8,100858056.00,1849625728.00
34,1,9,99004088.00,1849625728.00
34,1,10,103088264.00,1849625728.00
36,1,-4,10814.00,1848626048.00
36,1,-1,100910760.00,1848626048.00
36,1,1,102919184.00,1848626048.00
36,1,2,97673160.00,1848626048.00
36,1,3,103087840.00,1848626048.00
36,1,4,103100776.00,1848626048.00
36,1,5,99934208.00,1848626048.00
36,1,6,99819632.00,1848626048.00
36,1,7,99976952.00,1848626048.00
36,1,8,102982536.00,1848626048.00
36,1,9,99378856.00,1848626048.00
36,1,10,101134232.00,1848626048.00
37,1,-4,10816.00,1849625728.00
37,1,-1,100962168.00,1849625728.00
37,1,1,98648856.00,1849625728.00
37,1,2,99725432.00,1849625728.00
37,1,3,99959744.00,1849625728.00
37,1,4,100453720.00,1849625728.00
37,1,5,103574744.00,1849625728.00
37,1,6,101612704.00,1849625728.00
37,1,7,103273080.00,1849625728.00
37,1,8,98579864.00,1849625728.00
37,1,9,100463568.00,1849625728.00
37,1,10,102973560.00,1849625728.00
38,1,-4,7276.00,1258177152.00
38,1,-1,68217064.00,1258177152.00
38,1,1,69661280.00,1258177152.00
38,1,2,71282408.00,1258177152.00
38,1,3,68206528.00,1258177152.00
38,1,4,66806612.00,1258177152.00
38,1,5,65454332.00,1258177152.00
38,1,6,67990096.00,1258177152.00
38,1,7,67019144.00,1258177152.00
38,1,8,69937616.00,1258177152.00
38,1,9,66873764.00,1258177152.00
38,1,10,68899016.00,1258177152.00
40,1,-4,7.00,2812500.00
40,1,-1,144562.50,2812500.00
40,1,1,96287.51,2812500.00
40,1,2,58619.08,2812500.00
40,1,3,261944.08,2812500.00
40,1,4,229865.84,2812500.00
40,1,5,451437.47,2812500.00
40,1,6,211799.30,2812500.00
40,1,7,32219.86,2812500.00
40,1,8,30155.44,2812500.00
40,1,9,43885.58,2812500.00
40,1,10,34653.34,2812500.00
41,1,-4,10816.00,1849625728.00
41,1,-1,107003464.00,1849625728.00
41,1,1,109081472.00,1849625728.00
41,1,2,105438872.00,1849625728.00
41,1,3,106483408.00,1849625728.00
41,1,4,108490848.00,1849625728.00
41,1,5,106784216.00,1849625728.00
41,1,6,105581376.00,1849625728.00
41,1,7,105083928.00,1849625728.00
41,1,8,106096832.00,1849625728.00
41,1,9,108960624.00,1849625728.00
41,1,10,106007792.00,1849625728.00
43,1,-4,10816.00,1849625728.00
43,1,-1,1886060032.00,1849625728.00
43,1,1,1887633664.00,1849625728.00
43,1,2,1887266432.00,1849625728.00
43,1,3,1884553344.00,1849625728.00
43,1,4,1886414464.00,1849625728.00
43,1,5,1887443584.00,1849625728.00
43,1,6,1887171072.00,1849625728.00
43,1,7,1887438848.00,1849625728.00
43,1,8,1885686272.00,1849625728.00
43,1,9,1879323520.00,1849625728.00
43,1,10,1886603008.00,1849625728.00
44,1,-4,10816.00,1849625728.00
44,1,-1,449906464.00,1849625728.00
44,1,1,445659808.00,1849625728.00
44,1,2,452288288.00,1849625728.00
44,1,3,445297920.00,1849625728.00
44,1,4,447363456.00,1849625728.00
44,1,5,452483552.00,1849625728.00
44,1,6,451495616.00,1849625728.00
44,1,7,447019648.00,1849625728.00
44,1,8,453178144.00,1849625728.00
44,1,9,453956480.00,1849625728.00
44,1,10,453497952.00,1849625728.00
46,1,-4,3909.00,642102912.00
46,1,-1,35393676.00,642102912.00
46,1,1,35543296.00,642102912.00
46,1,2,35492876.00,642102912.00
46,1,3,36863640.00,642102912.00
46,1,4,34908008.00,642102912.00
46,1,5,35472980.00,642102912.00
46,1,6,35605220.00,642102912.00
46,1,7,34535300.00,642102912.00
46,1,8,35224332.00,642102912.00
46,1,9,37530848.00,642102912.00
46,1,10,34769876.00,642102912.00
48,1,-4,10816.00,1849625728.00
48,1,-1,100962168.00,1849625728.00
48,1,1,101766904.00,1849625728.00
48,1,2,98142288.00,1849625728.00
48,1,3,100702800.00,1849625728.00
48,1,4,99319128.00,1849625728.00
48,1,5,100527496.00,1849625728.00
48,1,6,100284464.00,1849625728.00
48,1,7,102020432.00,1849625728.00
48,1,8,102908832.00,1849625728.00
48,1,9,100793152.00,1849625728.00
48,1,10,103115168.00,1849625728.00
51,1,-4,10816.00,1849625728.00
51,1,-1,554932672.00,1849625728.00
51,1,1,552649152.00,1849625728.00
51,1,2,558099968.00,1849625728.00
51,1,3,544547840.00,1849625728.00
51,1,4,555768640.00,1849625728.00
51,1,5,554790912.00,1849625728.00
51,1,6,564467456.00,1849625728.00
51,1,7,555032448.00,1849625728.00
51,1,8,550312832.00,1849625728.00
51,1,9,557327616.00,1849625728.00
51,1,10,558658432.00,1849625728.00
64,1,-4,10816.00,1849625728.00
64,1,-1,100962168.00,1849625728.00
64,1,1,98450256.00,1849625728.00
64,1,2,101000616.00,1849625728.00
64,1,3,96866720.00,1849625728.00
64,1,4,101364824.00,1849625728.00
64,1,5,102154368.00,1849625728.00
64,1,6,104520304.00,1849625728.00
64,1,7,99180264.00,1849625728.00
64,1,8,101241744.00,1849625728.00
64,1,9,99107640.00,1849625728.00
64,1,10,105054032.00,1849625728.00
66,1,-4,10816.00,1849625728.00
66,1,-1,551698368.00,1849625728.00
66,1,1,547902400.00,1849625728.00
66,1,2,547524864.00,1849625728.00
66,1,3,548705728.00,1849625728.00
66,1,4,557124480.00,1849625728.00
66,1,5,558125376.00,1849625728.00
66,1,6,548196800.00,1849625728.00
66,1,7,550108800.00,1849625728.00
66,1,8,554772992.00,1849625728.00
66,1,9,549773824.00,1849625728.00
66,1,10,551727488.00,1849625728.00
70,1,-4,80.00,12343750.00
70,1,-1,618318.75,12343750.00
70,1,1,587513.56,12343750.00
70,1,2,858145.94,12343750.00
70,1,3,465831.12,12343750.00
70,1,4,597498.06,12343750.00
70,1,5,644265.81,12343750.00
70,1,6,563474.31,12343750.00
70,1,7,563856.88,12343750.00
70,1,8,677135.44,12343750.00
70,1,9,699898.44,12343750.00
70,1,10,554246.25,12343750.00
72,1,-4,10816.00,1849625728.00
72,1,-1,158132320.00,1849625728.00
72,1,1,156834688.00,1849625728.00
72,1,2,158694288.00,1849625728.00
72,1,3,157908288.00,1849625728.00
72,1,4,156458320.00,1849625728.00
72,1,5,160245216.00,1849625728.00
72,1,6,160093216.00,1849625728.00
72,1,7,154840656.00,1849625728.00
72,1,8,160276528.00,1849625728.00
72,1,9,158754400.00,1849625728.00
72,1,10,157503728.00,1849625728.00
74,1,-4,10816.00,1849625728.00
74,1,-1,100962168.00,1849625728.00
74,1,1,103786752.00,1849625728.00
74,1,2,98202560.00,1849625728.00
74,1,3,99319552.00,1849625728.00
74,1,4,104098720.00,1849625728.00
74,1,5,102949664.00,1849625728.00
74,1,6,100631136.00,1849625728.00
74,1,7,98066888.00,1849625728.00
74,1,8,97999760.00,1849625728.00
74,1,9,103701824.00,1849625728.00
74,1,10,101007648.00,1849625728.00
75,1,-4,10816.00,1849625728.00
75,1,-1,100962168.00,1849625728.00
75,1,1,99888600.00,1849625728.00
75,1,2,101606328.00,1849625728.00
75,1,3,100844072.00,1849625728.00
75,1,4,96470376.00,1849625728.00
75,1,5,102029216.00,1849625728.00
75,1,6,102585280.00,1849625728.00
75,1,7,98460912.00,1849625728.00
75,1,8,98492976.00,1849625728.00
75,1,9,102021552.00,1849625728.00
75,1,10,106727288.00,1849625728.00
76,1,-4,10816.00,1849625728.00
76,1,-1,119705656.00,1849625728.00
76,1,1,120075280.00,1849625728.00
76,1,2,121060568.00,1849625728.00
76,1,3,117336192.00,1849625728.00
76,1,4,121479632.00,1849625728.00
76,1,5,119892888.00,1849625728.00
76,1,6,117687776.00,1849625728.00
76,1,7,120508712.00,1849625728.00
76,1,8,121216912.00,1849625728.00
76,1,9,119856672.00,1849625728.00
76,1,10,118518200.00,1849625728.00
78,1,-4,10816.00,1849625728.00
78,1,-1,100962168.00,1849625728.00
78,1,1,102296472.00,1849625728.00
78,1,2,101031040.00,1849625728.00
78,1,3,103947952.00,1849625728.00
78,1,4,99054008.00,1849625728.00
78,1,5,101417384.00,1849625728.00
78,1,6,96364912.00,1849625728.00
78,1,7,100005768.00,1849625728.00
78,1,8,101204312.00,1849625728.00
78,1,9,100201072.00,1849625728.00
78,1,10,102332216.00,1849625728.00
79,1,-4,10816.00,1849625728.00
79,1,-1,204488048.00,1849625728.00
79,1,1,202955376.00,1849625728.00
79,1,2,207879136.00,1849625728.00
79,1,3,200673968.00,1849625728.00
79,1,4,202941664.00,1849625728.00
79,1,5,201959760.00,1849625728.00
79,1,6,206288320.00,1849625728.00
79,1,7,206862480.00,1849625728.00
79,1,8,204057264.00,1849625728.00
79,1,9,204068704.00,1849625728.00
79,1,10,206429232.00,1849625728.00
84,1,-4,10816.00,1849625728.00
84,1,-1,213846160.00,1849625728.00
84,1,1,214288720.00,1849625728.00
84,1,2,211053424.00,1849625728.00
84,1,3,209075328.00,1849625728.00
84,1,4,215151504.00,1849625728.00
84,1,5,212673808.00,1849625728.00
84,1,6,219742464.00,1849625728.00
84,1,7,217099680.00,1849625728.00
84,1,8,212076336.00,1849625728.00
84,1,9,213799200.00,1849625728.00
84,1,10,212383904.00,1849625728.00
85,1,-4,10816.00,1849625728.00
85,1,-1,100962168.00,1849625728.00
85,1,1,101380320.00,1849625728.00
85,1,2,101576440.00,1849625728.00
85,1,3,99871208.00,1849625728.00
85,1,4,99365640.00,1849625728.00
85,1,5,101728616.00,1849625728.00
85,1,6,101254744.00,1849625728.00
85,1,7,101177736.00,1849625728.00
85,1,8,104131776.00,1849625728.00
85,1,9,99585760.00,1849625728.00
85,1,10,99979168.00,1849625728.00
86,1,-4,8.00,1625000.00
86,1,-1,81871.88,1625000.00
86,1,1,104319.30,1625000.00
86,1,2,105850.90,1625000.00
86,1,3,58461.29,1625000.00
86,1,4,185280.33,1625000.00
86,1,5,55950.86,1625000.00
86,1,6,32431.92,1625000.00
86,1,7,88136.96,1625000.00
86,1,8,53706.44,1625000.00
86,1,9,49772.80,1625000.00
86,1,10,149889.12,1625000.00
87,1,-4,10713.00,1833970048.00
87,1,-1,99882152.00,1833970048.00
87,1,1,100353096.00,1833970048.00
87,1,2,100279504.00,1833970048.00
87,1,3,101739168.00,1833970048.00
87,1,4,100269464.00,1833970048.00
87,1,5,98375272.00,1833970048.00
87,1,6,101497576.00,1833970048.00
87,1,7,100434008.00,1833970048.00
87,1,8,97351632.00,1833970048.00
87,1,9,97886304.00,1833970048.00
87,1,10,100012168.00,1833970048.00
89,1,-4,8265.00,1448945408.00
89,1,-1,80606520.00,1448945408.00
89,1,1,79271504.00,1448945408.00
89,1,2,83299984.00,1448945408.00
89,1,3,79669952.00,1448945408.00
89,1,4,79621192.00,1448945408.00
89,1,5,81673232.00,1448945408.00
89,1,6,81251664.00,1448945408.00
89,1,7,77344936.00,1448945408.00
89,1,8,79301872.00,1448945408.00
89,1,9,79226736.00,1448945408.00
89,1,10,84891328.00,1448945408.00
92,1,-4,10816.00,1849625728.00
92,1,-1,100962168.00,1849625728.00
92,1,1,99539312.00,1849625728.00
92,1,2,104745344.00,1849625728.00
92,1,3,98116168.00,1849625728.00
92,1,4,100983592.00,1849625728.00
92,1,5,102531112.00,1849625728.00
92,1,6,102349216.00,1849625728.00
92,1,7,101613064.00,1849625728.00
92,1,8,98662632.00,1849625728.00
92,1,9,99343616.00,1849625728.00
92,1,10,101185760.00,1849625728.00
99,1,-4,2.00,281250.00
99,1,-1,14456.25,281250.00
99,1,3,32096.92,281250.00
99,1,5,30333.13,281250.00
99,1,6,6944.85,281250.00
99,1,7,28672.30,281250.00
99,1,8,5652.04,281250.00
99,1,9,17373.31,281250.00
102,1,-4,10816.00,1849625728.00
102,1,-1,100962168.00,1849625728.00
102,1,1,99631328.00,1849625728.00
102,1,2,99553552.00,1849625728.00
102,1,3,100869656.00,1849625728.00
102,1,4,101171216.00,1849625728.00
102,1,5,102354584.00,1849625728.00
102,1,6,98942624.00,1849625728.00
102,1,7,100743592.00,1849625728.00
102,1,8,101578928.00,1849625728.00
102,1,9,101479352.00,1849625728.00
102,1,10,101818432.00,1849625728.00
105,1,-4,10815.00,1849125760.00
105,1,-1,100936520.00,1849125760.00
105,1,1,100679808.00,1849125760.00
105,1,2,100752048.00,1849125760.00
105,1,3,100996464.00,1849125760.00
105,1,4,102396216.00,1849125760.00
105,1,5,102259704.00,1849125760.00
105,1,6,101673304.00,1849125760.00
105,1,7,100158608.00,1849125760.00
105,1,8,99733424.00,1849125760.00
105,1,9,100124544.00,1849125760.00
105,1,10,100882440.00,1849125760.00
109,1,-4,10816.00,1849625728.00
109,1,-1,100962168.00,1849625728.00
109,1,1,102153096.00,1849625728.00
109,1,2,101810352.00,1849625728.00
109,1,3,99138056.00,1849625728.00
109,1,4,98074592.00,1849625728.00
109,1,5,101769160.00,1849625728.00
109,1,6,100066640.00,1849625728.00
109,1,7,99848544.00,1849625728.00
109,1,8,101504344.00,1849625728.00
109,1,9,101704488.00,1849625728.00
109,1,10,102414960.00,1849625728.00
115,1,-4,10816.00,1849625728.00
115,1,-1,210090320.00,1849625728.00
115,1,1,209004528.00,1849625728.00
115,1,2,216339136.00,1849625728.00
115,1,3,209193136.00,1849625728.00
115,1,4,210688832.00,1849625728.00
115,1,5,209829632.00,1849625728.00
115,1,6,209647248.00,1849625728.00
115,1,7,208635536.00,1849625728.00
115,1,8,210743392.00,1849625728.00
115,1,9,211269712.00,1849625728.00
115,1,10,206300352.00,1849625728.00
116,1,-4,10808.00,1846969728.00
116,1,-1,100825656.00,1846969728.00
116,1,1,100720160.00,1846969728.00
116,1,2,100676296.00,1846969728.00
116,1,3,102231616.00,1846969728.00
116,1,4,98318528.00,1846969728.00
116,1,5,103557400.00,1846969728.00
116,1,6,102316928.00,1846969728.00
116,1,7,104820912.00,1846969728.00
116,1,8,98597328.00,1846969728.00
116,1,9,100417976.00,1846969728.00
116,1,10,97269720.00,1846969728.00
119,1,-4,10816.00,1849625728.00
119,1,-1,100962168.00,1849625728.00
119,1,1,100975240.00,1849625728.00
119,1,2,98537192.00,1849625728.00
119,1,3,101015096.00,1849625728.00
119,1,4,102210112.00,1849625728.00
119,1,5,101970800.00,1849625728.00
119,1,6,101749944.00,1849625728.00
119,1,7,97307920.00,1849625728.00
119,1,8,99525528.00,1849625728.00
119,1,9,103996800.00,1849625728.00
119,1,10,102590512.00,1849625728.00
120,1,-4,10816.00,1849625728.00
120,1,-1,100962168.00,1849625728.00
120,1,1,97013472.00,1849625728.00
120,1,2,96667112.00,1849625728.00
120,1,3,102813120.00,1849625728.00
120,1,4,101249216.00,1849625728.00
120,1,5,100208264.00,1849625728.00
120,1,6,103935856.00,1849625728.00
120,1,7,104583928.00,1849625728.00
120,1,8,100420016.00,1849625728.00
120,1,9,101457504.00,1849625728.00
120,1,10,102614128.00,1849625728.00
125,1,-4,10816.00,1849625728.00
125,1,-1,100962168.00,1849625728.00
125,1,1,100882536.00,1849625728.00
125,1,2,106056640.00,1849625728.00
125,1,3,103098496.00,1849625728.00
125,1,4,99444680.00,1849625728.00
125,1,5,99236824.00,1849625728.00
125,1,6,99643416.00,1849625728.00
125,1,7,100041320.00,1849625728.00
125,1,8,101912912.00,1849625728.00
125,1,9,100820432.00,1849625728.00
125,1,10,99319152.00,1849625728.00
132,1,-4,10816.00,1849625728.00
132,1,-1,100962168.00,1849625728.00
132,1,1,99862824.00,1849625728.00
132,1,2,100734760.00,1849625728.00
132,1,3,101325792.00,1849625728.00
132,1,4,101801144.00,1849625728.00
132,1,5,104634456.00,1849625728.00
132,1,6,99324840.00,1849625728.00
132,1,7,98884704.00,1849625728.00
132,1,8,101627064.00,1849625728.00
132,1,9,103881104.00,1849625728.00
132,1,10,100040288.00,1849625728.00
134,1,-4,10816.00,1849625728.00
134,1,-1,100962168.00,1849625728.00
134,1,1,102665768.00,1849625728.00
134,1,2,99501712.00,1849625728.00
134,1,3,100470512.00,1849625728.00
134,1,4,102063384.00,1849625728.00
134,1,5,96934400.00,1849625728.00
134,1,6,100346544.00,1849625728.00
134,1,7,103180872.00,1849625728.00
134,1,8,105275336.00,1849625728.00
134,1,9,100044576.00,1849625728.00
134,1,10,99454528.00,1849625728.00
137,1,-4,10816.00,1849625728.00
137,1,-1,132369064.00,1849625728.00
137,1,1,132005336.00,1849625728.00
137,1,2,128762736.00,1849625728.00
137,1,3,131025352.00,1849625728.00
137,1,4,134757824.00,1849625728.00
137,1,5,137466208.00,1849625728.00
137,1,6,135565968.00,1849625728.00
137,1,7,133131960.00,1849625728.00
137,1,8,130853064.00,1849625728.00
137,1,9,130578752.00,1849625728.00
137,1,10,130280672.00,1849625728.00
138,1,-4,1001.00,181936784.00
138,1,-1,9395214.00,181936784.00
138,1,1,9172507.00,181936784.00
138,1,2,9430457.00,181936784.00
138,1,3,10546811.00,181936784.00
138,1,4,8865312.00,181936784.00
138,1,5,9824309.00,181936784.00
138,1,6,8920042.00,181936784.00
138,1,7,8990862.00,181936784.00
138,1,8,9440464.00,181936784.00
138,1,9,9986115.00,181936784.00
138,1,10,9789784.00,181936784.00
143,1,-4,1086.00,175124256.00
143,1,-1,10437307.00,175124256.00
143,1,1,10976405.00,175124256.00
143,1,2,10493749.00,175124256.00
143,1,3,10964063.00,175124256.00
143,1,4,9496466.00,175124256.00
143,1,5,10257836.00,175124256.00
143,1,6,10599845.00,175124256.00
143,1,7,10348864.00,175124256.00
143,1,8,9976123.00,175124256.00
143,1,9,9714572.00,175124256.00
143,1,10,11849027.00,175124256.00
145,1,-4,8989.00,1563192320.00
145,1,-1,86450360.00,1563192320.00
145,1,1,85320056.00,1563192320.00
145,1,2,85830224.00,1563192320.00
145,1,3,88082680.00,1563192320.00
145,1,4,85042576.00,1563192320.00
145,1,5,89715224.00,1563192320.00
145,1,6,89883192.00,1563192320.00
145,1,7,84074672.00,1563192320.00
145,1,8,85427528.00,1563192320.00
145,1,9,82968272.00,1563192320.00
145,1,10,90128464.00,1563192320.00
147,1,-4,10816.00,1849625728.00
147,1,-1,101277672.00,1849625728.00
147,1,1,101152632.00,1849625728.00
147,1,2,101831600.00,1849625728.00
147,1,3,100842600.00,1849625728.00
147,1,4,101261808.00,1849625728.00
147,1,5,99687856.00,1849625728.00
147,1,6,100086200.00,1849625728.00
147,1,7,104490936.00,1849625728.00
147,1,8,101474040.00,1849625728.00
147,1,9,102710328.00,1849625728.00
147,1,10,98915024.00,1849625728.00
148,1,-4,10808.00,1846969728.00
148,1,-1,100825656.00,1846969728.00
148,1,1,101693960.00,1846969728.00
148,1,2,103347640.00,1846969728.00
148,1,3,99903048.00,1846969728.00
148,1,4,99603520.00,1846969728.00
148,1,5,104123664.00,1846969728.00
148,1,6,102985744.00,1846969728.00
148,1,7,99916104.00,1846969728.00
148,1,8,95868304.00,1846969728.00
148,1,9,100195256.00,1846969728.00
148,1,10,99579704.00,1846969728.00
149,1,-4,8871.00,1519906816.00
149,1,-1,81396984.00,1519906816.00
149,1,1,83388248.00,1519906816.00
149,1,2,83406464.00,1519906816.00
149,1,3,78703736.00,1519906816.00
149,1,4,79180696.00,1519906816.00
149,1,5,79762552.00,1519906816.00
149,1,6,81071632.00,1519906816.00
149,1,7,81103448.00,1519906816.00
149,1,8,84148424.00,1519906816.00
149,1,9,82298048.00,1519906816.00
149,1,10,81614440.00,1519906816.00
161,1,-4,10237.00,1755284480.00
161,1,-1,95915592.00,1755284480.00
161,1,1,91639008.00,1755284480.00
161,1,2,96957656.00,1755284480.00
161,1,3,97883720.00,1755284480.00
161,1,4,99404320.00,1755284480.00
161,1,5,96011272.00,1755284480.00
161,1,6,97269000.00,1755284480.00
161,1,7,93479384.00,1755284480.00
161,1,8,94185160.00,1755284480.00
161,1,9,96473528.00,1755284480.00
161,1,10,96582264.00,1755284480.00
162,1,-4,10816.00,1849625728.00
162,1,-1,100962168.00,1849625728.00
162,1,1,99038672.00,1849625728.00
162,1,2,101126984.00,1849625728.00
162,1,3,103018600.00,1849625728.00
162,1,4,103242592.00,1849625728.00
162,1,5,104042072.00,1849625728.00
162,1,6,99869536.00,1849625728.00
162,1,7,102006016.00,1849625728.00
162,1,8,101136136.00,1849625728.00
162,1,9,100434432.00,1849625728.00
162,1,10,96688104.00,1849625728.00
164,1,-4,10816.00,1849625728.00
164,1,-1,100962168.00,1849625728.00
164,1,1,100232032.00,1849625728.00
164,1,2,103264552.00,1849625728.00
164,1,3,103155528.00,1849625728.00
164,1,4,98253680.00,1849625728.00
164,1,5,99367360.00,1849625728.00
164,1,6,100702216.00,1849625728.00
164,1,7,98494512.00,1849625728.00
164,1,8,105246416.00,1849625728.00
164,1,9,101923416.00,1849625728.00
164,1,10,99051840.00,1849625728.00
166,1,-4,6475.00,1142428800.00
166,1,-1,60791536.00,1142428800.00
166,1,1,61904552.00,1142428800.00
166,1,2,61726600.00,1142428800.00
166,1,3,61741332.00,1142428800.00
166,1,4,61493120.00,1142428800.00
166,1,5,59643660.00,1142428800.00
166,1,6,56814288.00,1142428800.00
166,1,7,59613472.00,1142428800.00
166,1,8,61978684.00,1142428800.00
166,1,9,61505092.00,1142428800.00
